ID,Age,Age_Intervals,Education,Marital_Status,Income,Income_Intervals,Kidhome,Teenhome,LastPurchase,Recency_Intervals,Wines,Fruits,Meats,Fish,Sweets,Gold,total_purchases,DiscountPurchases,WebPurchases,CatalogPurchases,StorePurchases,WebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1071,48,other,non_graduate,Divorced,70179,other_income,0,1,10,0-30 days,532,81,168,69,44,126.5,1020.5,3,7,3,13,5,0,0,0,0,0,0,0
9855,72,other,non_graduate,Single,62000,other_income,0,1,25,0-30 days,899,0,101,0,0,20,1020,1,6,6,13,4,0,0,0,1,0,0,0
2008,46,other,Graduate,Married,77583,other_income,0,0,93,More than 90 days,372,23,384,120.5,12,108,1019.5,1,4,5,9,2,0,0,0,1,0,0,0
1081,67,Middle-Aged,non_graduate,Married,75283,other_income,1,2,26,0-30 days,733,9,180,12,19,66,1019,11,6,3,5,4,0,0,0,0,0,0,0
10061,74,other,Graduate,Married,59462,Medium,0,1,29,0-30 days,724,17,143,0,8,126.5,1018.5,2,9,2,12,7,0,0,0,0,0,0,0
10562,78,other,non_graduate,Married,66835,other_income,0,0,21,0-30 days,620,26,195,34,17,126.5,1018.5,1,6,4,13,2,0,0,0,0,0,0,0
7881,78,other,non_graduate,Married,66835,other_income,0,0,21,0-30 days,620,26,195,34,17,126.5,1018.5,1,6,4,13,2,0,0,0,0,0,0,0
5407,70,Middle-Aged,Graduate,Together,53103,Medium,0,1,70,61-90 days,729,17,133,11,0,126.5,1016.5,5,10,6,7,7,1,0,0,0,0,0,0
9907,55,Middle-Aged,non_graduate,Together,66476,other_income,0,1,80,61-90 days,742,28,152,25,9,57,1013,2,6,8,10,4,0,0,0,0,0,0,0
640,73,other,Graduate,Married,57304,Medium,0,1,61,61-90 days,356,80,329,120.5,17,106,1008.5,2,7,6,10,5,0,0,0,0,0,0,0
1277,64,Middle-Aged,Graduate,Together,78468,other_income,0,0,29,0-30 days,434,22,388,104,22,34,1004,1,10,7,10,4,0,0,0,1,0,0,0
10505,64,Middle-Aged,non_graduate,Together,73113,other_income,0,0,86,61-90 days,741,19,154,50,9,28,1001,1,3,4,7,2,0,0,0,0,0,0,0
2807,55,Middle-Aged,Graduate,Married,56796,Medium,0,1,24,0-30 days,656,38,161,62,47,37,1001,3,8,9,7,7,0,0,0,0,0,0,0
1052,55,Middle-Aged,Graduate,Married,56796,Medium,0,1,24,0-30 days,656,38,161,62,47,37,1001,3,8,9,7,7,0,0,0,0,0,0,0
9256,53,Middle-Aged,Graduate,Single,58350,Medium,0,1,5,0-30 days,493,26,206,116,80,80,1001,4,8,3,12,6,0,0,0,0,0,0,0
9999,59,Middle-Aged,Graduate,Together,75276,other_income,0,0,2,0-30 days,610,81,125,120.5,42,21,999.5,1,9,4,9,5,0,0,0,0,0,0,0
1740,80,other,Graduate,Married,55956,Medium,0,0,22,0-30 days,760,38,104,50,9,38,999,2,7,3,4,4,0,1,0,0,0,0,0
2882,49,other,non_graduate,Divorced,67893,other_income,0,1,31,31-60 days,711,28,142,49,18,47,995,2,3,2,9,8,0,0,0,0,0,0,0
9353,65,Middle-Aged,Graduate,Single,62450,other_income,0,1,61,61-90 days,515,47,267,62,66,38,995,2,5,5,4,3,0,1,0,0,0,0,0
4070,55,Middle-Aged,non_graduate,Married,94871,other_income,0,2,99,More than 90 days,169,24,553,120.5,0,126.5,993,1,8,5,4,7,0,1,1,0,0,0,1
8534,72,other,Graduate,Married,67433,other_income,0,2,51,31-60 days,615,28,259,12,48,30,992,4,6,5,13,4,0,1,0,0,0,0,0
6931,57,Middle-Aged,Graduate,Divorced,76982,other_income,0,0,19,0-30 days,464,81,292,65,60,30,992,1,8,3,4,4,0,0,1,0,0,0,1
2928,49,other,non_graduate,Single,52614,Medium,0,1,63,61-90 days,789,0,142,12,9,38,990,2,2,4,8,8,0,0,0,0,0,0,0
2920,49,other,non_graduate,Single,52614,Medium,0,1,63,61-90 days,789,0,142,12,9,38,990,2,2,4,8,8,0,0,0,0,0,0,0
5545,52,Middle-Aged,non_graduate,Married,78075,other_income,0,0,72,61-90 days,572,8,259,34,35,80,988,1,3,5,5,1,0,0,0,0,0,0,0
8091,68,Middle-Aged,Graduate,Married,63943,other_income,0,1,50,31-60 days,423,81,368,13,81,21,987,1,6,4,6,5,0,0,0,0,0,0,0
7734,31,other,Graduate,Single,79244,other_income,0,0,58,31-60 days,471,81,125,120.5,61,126.5,985,1,4,10,7,1,0,0,1,1,0,0,1
5798,51,Middle-Aged,non_graduate,Together,51371,Medium,0,0,87,61-90 days,445,37,359,98,28,18,985,1,2,4,8,1,0,0,0,0,0,0,0
6637,36,other,Graduate,Single,66951,other_income,0,0,46,31-60 days,277,81,305,120.5,76,124,983.5,1,3,4,7,1,0,0,0,0,0,0,0
9274,63,Middle-Aged,non_graduate,Married,80950,other_income,0,0,44,31-60 days,525,81,112,120.5,81,63,982.5,1,6,7,9,2,0,0,0,1,0,0,0
6281,58,Middle-Aged,Graduate,Divorced,55686,Medium,0,1,27,0-30 days,673,0,199,37,47,26,982,2,6,3,5,4,1,0,0,0,0,0,0
8852,48,other,Graduate,Married,61064,other_income,0,1,80,61-90 days,387,81,342,0,45,126.5,981.5,5,8,4,11,6,0,0,0,0,0,0,0
6583,69,Middle-Aged,non_graduate,Married,72635,other_income,0,0,54,31-60 days,390,22,323,104,35,107,981,1,6,8,6,3,0,0,0,1,0,0,0
3433,69,Middle-Aged,non_graduate,Married,72635,other_income,0,0,54,31-60 days,390,22,323,104,35,107,981,1,6,8,6,3,0,0,0,1,0,0,0
6906,71,other,non_graduate,Widow,84953,other_income,0,0,73,61-90 days,167,48,556,63,72,72,978,1,3,10,4,2,0,1,1,1,0,0,1
716,75,other,non_graduate,Together,67911,other_income,0,1,63,61-90 days,529,0,356,63,28,0,976,3,6,7,11,3,0,0,0,0,0,0,0
6544,75,other,non_graduate,Together,67911,other_income,0,1,63,61-90 days,529,0,356,63,28,0,976,3,6,7,11,3,0,0,0,0,0,0,0
9167,68,Middle-Aged,Graduate,Married,67131,other_income,0,1,72,61-90 days,465,71,250,93,35,62,976,3,9,2,12,6,0,0,0,0,0,0,0
7631,46,other,non_graduate,Together,61346,other_income,1,0,34,31-60 days,562,58,168,43,16,126.5,973.5,1,5,7,10,3,0,0,0,0,0,0,0
10833,49,other,Graduate,Married,65106,other_income,0,1,55,31-60 days,790,19,133,12,0,19,973,3,8,3,13,6,0,1,0,0,0,0,0
178,68,Middle-Aged,Graduate,Married,62503,other_income,0,1,40,31-60 days,478,0,193,110,75,117,973,4,8,3,11,5,0,0,0,0,0,0,0
6202,64,Middle-Aged,Graduate,Together,63381,other_income,0,1,78,61-90 days,571,50,142,33,50,126.5,972.5,4,4,5,13,2,0,0,0,0,0,0,0
3856,64,Middle-Aged,Graduate,Together,63381,other_income,0,1,78,61-90 days,571,50,142,33,50,126.5,972.5,4,4,5,13,2,0,0,0,0,0,0,0
1993,75,other,non_graduate,Married,58607,Medium,0,1,63,61-90 days,867,0,86,0,0,19,972,3,2,3,9,8,0,1,0,0,0,0,0
4743,55,Middle-Aged,non_graduate,Married,56242,Medium,0,1,72,61-90 days,689,8,167,11,8,88,971,5,8,4,11,6,0,0,0,0,0,0,0
6233,48,other,Graduate,Married,65991,other_income,0,1,21,0-30 days,507,19,364,25,47,9,971,3,9,5,10,7,0,0,0,0,0,0,0
3870,46,other,non_graduate,Together,63855,other_income,0,0,28,0-30 days,359,35,314,93,81,89,971,1,7,3,13,4,0,0,0,0,0,0,0
7290,39,other,Graduate,Single,70596,other_income,0,0,68,61-90 days,347,44,534,17,0,26,968,1,3,5,12,2,0,0,0,0,0,0,0
8895,39,other,Graduate,Single,70596,other_income,0,0,68,61-90 days,347,44,534,17,0,26,968,1,3,5,12,2,0,0,0,0,0,0,0
1826,54,Middle-Aged,Graduate,Divorced,84835,other_income,0,0,0,0-30 days,189,81,379,111,81,126.5,967.5,1,4,4,6,1,0,0,0,0,0,0,1
2125,65,Middle-Aged,Graduate,Divorced,63033,other_income,0,0,82,61-90 days,194,61,480,120.5,81,30,966.5,1,3,4,8,2,0,0,0,0,0,0,0
7922,73,other,non_graduate,Single,64950,other_income,0,1,29,0-30 days,819,0,72,12,0,63,966,2,11,2,10,7,0,1,0,0,0,0,0
9504,75,other,non_graduate,Married,81698,other_income,0,0,4,0-30 days,179,28,520,111,81,47,966,1,3,8,13,1,0,0,0,0,0,0,1
6295,47,other,Graduate,Married,54233,Medium,0,1,46,31-60 days,652,8,158,21,0,126.5,965.5,4,11,6,5,8,0,0,0,0,0,0,0
5114,59,Middle-Aged,non_graduate,Married,74806,other_income,0,1,1,0-30 days,670,9,249,0,28,9,965,2,5,4,5,4,0,0,0,0,0,0,0
3852,63,Middle-Aged,non_graduate,Together,74881,other_income,1,1,48,31-60 days,505,72,270,36,27,54,964,4,9,2,12,5,0,0,0,0,0,0,0
1000,63,Middle-Aged,non_graduate,Together,74881,other_income,1,1,48,31-60 days,505,72,270,36,27,54,964,4,9,2,12,5,0,0,0,0,0,0,0
9624,66,Middle-Aged,non_graduate,Together,65488,other_income,0,0,46,31-60 days,603,45,207,36,18,54,963,1,3,4,6,1,0,0,0,0,0,0,0
8908,65,Middle-Aged,Graduate,Married,87195,other_income,0,0,35,31-60 days,217,76,556,50,26,38,963,1,3,10,5,1,0,0,0,0,0,0,1
4518,45,other,Graduate,Together,85693,other_income,0,1,59,31-60 days,386,81,183,120.5,81,111,962.5,2,9,5,11,5,0,0,0,0,0,0,0
4998,62,Middle-Aged,Graduate,Together,76081,other_income,0,0,85,61-90 days,292,30,415,63,33,126.5,959.5,1,4,5,4,2,0,0,0,1,0,0,0
7321,62,Middle-Aged,Graduate,Together,76081,other_income,0,0,85,61-90 days,292,30,415,63,33,126.5,959.5,1,4,5,4,2,0,0,0,1,0,0,0
9308,70,Middle-Aged,Graduate,Married,62820,other_income,0,0,51,31-60 days,398,61,265,120.5,61,53,958.5,1,3,4,6,1,0,0,0,0,0,0,0
544,70,Middle-Aged,Graduate,Married,62820,other_income,0,0,51,31-60 days,398,61,265,120.5,61,53,958.5,1,3,4,6,1,0,0,0,0,0,0,0
10676,42,other,Graduate,Married,63211,other_income,0,0,3,0-30 days,145,81,459,120.5,26,126.5,958,2,3,8,7,2,0,0,0,0,0,0,1
3412,73,other,non_graduate,Married,67381,other_income,0,1,67,61-90 days,815,8,53,11,0,70,957,4,2,2,9,7,0,1,0,0,0,0,0
143,54,Middle-Aged,Graduate,Single,61209,other_income,0,0,73,61-90 days,466,0,224,119,49,99,957,1,5,3,4,2,0,0,0,0,0,0,0
3503,74,other,Graduate,Divorced,82460,other_income,0,0,78,61-90 days,255,47,556,52,32,15,957,1,5,3,6,1,0,0,0,0,0,0,0
6905,30,other,Graduate,Together,80685,other_income,0,0,55,31-60 days,241,45,556,34,26,54,956,1,6,4,10,2,0,0,0,0,0,0,0
9723,64,Middle-Aged,Graduate,Married,67716,other_income,0,1,8,0-30 days,530,81,217,62,9,56,955,4,7,4,13,5,0,1,0,0,0,0,0
10925,41,other,Graduate,Married,76630,other_income,0,0,93,More than 90 days,255,31,446,40,56,126.5,954.5,1,3,10,11,1,0,0,0,0,0,0,0
8370,48,other,non_graduate,Together,75484,other_income,0,1,50,31-60 days,378,81,259,120.5,81,34,953.5,2,7,3,6,4,0,0,0,0,0,0,0
3254,53,Middle-Aged,Graduate,Married,70886,other_income,1,0,65,61-90 days,407,70,239,103,81,53,953,1,5,4,4,2,0,0,0,0,0,0,0
2415,62,Middle-Aged,Graduate,Together,62568,other_income,0,1,99,More than 90 days,362,17,398,80,35,61,953,3,5,3,5,4,0,0,0,1,0,0,0
7849,54,Middle-Aged,non_graduate,Married,80336,other_income,0,0,12,0-30 days,209,19,456,120.5,81,66,951.5,1,2,9,13,1,0,0,0,0,0,0,0
2995,67,Middle-Aged,non_graduate,Together,66636,other_income,0,0,64,61-90 days,291,10,556,84,10,0,951,1,3,4,9,1,0,0,0,0,0,0,0
6461,55,Middle-Aged,non_graduate,Single,62772,other_income,0,1,74,61-90 days,581,49,157,43,8,108,946,1,5,6,11,2,0,1,0,0,0,0,0
9904,68,Middle-Aged,Graduate,Married,71391,other_income,0,1,50,31-60 days,336,81,274,46,81,126.5,944.5,5,6,5,12,3,0,0,0,0,0,0,0
4320,45,other,Graduate,Single,60152,other_income,0,1,6,0-30 days,325,81,300,86,58,91,941,1,6,4,12,3,0,0,0,0,0,0,0
10972,75,other,Graduate,Widow,72298,other_income,0,0,52,31-60 days,625,35,169,58,17,35,939,1,4,3,6,1,0,1,1,0,0,0,0
6001,45,other,Graduate,Married,56775,Medium,0,1,62,61-90 days,614,35,160,58,35,35,937,2,5,8,10,5,0,0,0,0,0,0,0
1440,46,other,non_graduate,Together,52513,Medium,0,0,84,61-90 days,367,17,241,104,81,126.5,936.5,2,9,5,9,7,0,0,0,0,0,0,0
5077,45,other,Graduate,Together,77298,other_income,0,1,46,31-60 days,425,81,292,23,35,79,935,1,6,6,11,3,0,0,0,0,0,0,0
6173,45,other,Graduate,Together,77298,other_income,0,1,46,31-60 days,425,81,292,23,35,79,935,1,6,6,11,3,0,0,0,0,0,0,0
9940,66,Middle-Aged,Graduate,Together,64961,other_income,0,1,97,More than 90 days,382,81,276,75,81,38,933,2,6,4,4,3,0,0,0,0,0,0,0
10089,50,other,Graduate,Divorced,102692,other_income,0,0,5,0-30 days,168,81,444,32,81,126.5,932.5,1,6,9,13,2,0,1,1,1,1,0,1
2591,65,Middle-Aged,Graduate,Widow,76320,other_income,0,1,49,31-60 days,526,35,214,69,53,35,932,2,6,3,4,2,0,0,0,0,0,0,0
3945,77,other,non_graduate,Widow,68117,other_income,0,1,80,61-90 days,618,44,215,0,17,36,930,2,11,8,4,6,1,0,0,0,0,0,1
7129,62,Middle-Aged,non_graduate,Married,54693,Medium,0,1,72,61-90 days,686,17,142,23,26,35,929,8,6,4,13,6,0,0,0,0,0,0,0
3535,59,Middle-Aged,Graduate,Single,66294,other_income,0,0,68,61-90 days,251,81,334,65,81,117,929,1,4,3,5,2,0,0,0,0,0,0,0
3643,50,other,non_graduate,Married,63206,other_income,0,0,65,61-90 days,750,8,125,11,8,26,928,1,4,3,6,2,0,0,1,0,0,0,0
1459,58,Middle-Aged,non_graduate,Married,69063,other_income,0,1,16,0-30 days,666,35,124,69,8,26,928,1,5,3,5,3,0,0,0,0,0,0,0
1212,51,Middle-Aged,Graduate,Married,52845,Medium,1,0,7,0-30 days,384,25,292,120.5,41,64,926.5,3,8,8,6,6,1,0,0,0,0,0,0
123,73,other,Graduate,Widow,67046,other_income,0,1,92,More than 90 days,544,35,133,23,81,107,923,2,4,5,4,2,0,0,0,0,0,0,0
10486,76,other,Graduate,Married,77142,other_income,0,0,54,31-60 days,476,75,162,29,81,97,920,1,4,4,8,2,0,0,0,0,0,0,0
10548,29,other,Graduate,Single,71163,other_income,0,0,30,0-30 days,283,17,372,120.5,81,44,917.5,1,3,8,12,1,0,0,0,0,0,0,0
10678,65,Middle-Aged,Graduate,Together,71232,other_income,0,1,91,More than 90 days,653,17,170,34,26,17,917,2,11,2,10,7,0,0,0,0,0,0,0
3924,59,Middle-Aged,non_graduate,Divorced,57912,Medium,0,1,34,31-60 days,801,0,80,0,0,35,916,5,8,3,12,5,0,1,0,0,0,0,0
8093,55,Middle-Aged,non_graduate,Married,79734,other_income,0,0,72,61-90 days,572,8,232,23,62,17,914,1,4,3,6,1,0,0,0,1,0,0,0
8925,59,Middle-Aged,non_graduate,Married,70053,other_income,0,1,38,31-60 days,512,53,98,81,81,89,914,3,8,5,10,5,0,0,0,0,0,0,0
1628,53,Middle-Aged,Graduate,Together,71796,other_income,0,0,54,31-60 days,354,21,311,120.5,75,32,913.5,1,9,3,4,4,0,0,0,0,0,0,0
4339,54,Middle-Aged,non_graduate,Married,67353,other_income,0,1,37,31-60 days,702,17,151,0,8,35,913,5,5,6,12,2,0,0,0,0,0,0,0
6181,74,other,non_graduate,Together,52203,Medium,0,0,36,31-60 days,488,21,238,56,81,28,912,1,8,7,11,6,0,0,0,0,0,0,0
9204,54,Middle-Aged,Graduate,Widow,66731,other_income,0,1,33,31-60 days,371,81,194,58,81,126.5,911.5,4,4,3,6,3,0,0,0,0,0,0,0
2802,32,other,non_graduate,Married,87000,other_income,0,0,61,61-90 days,196,25,556,67,17,49,910,1,4,6,7,2,0,0,0,0,0,0,0
10128,66,Middle-Aged,Graduate,Together,53977,Medium,0,1,21,0-30 days,620,16,165,0,24,82,907,5,5,5,12,5,0,0,0,0,0,0,0
9284,66,Middle-Aged,Graduate,Together,53977,Medium,0,1,21,0-30 days,620,16,165,0,24,82,907,5,5,5,12,5,0,0,0,0,0,0,0
564,43,other,non_graduate,Together,56937,Medium,1,0,81,61-90 days,746,8,125,11,8,8,906,7,8,6,9,6,0,1,0,0,0,0,1
2875,46,other,Graduate,Married,67023,other_income,0,0,93,More than 90 days,444,44,382,11,8,17,906,1,3,7,13,2,0,0,0,0,0,1,0
8624,66,Middle-Aged,Graduate,Married,81320,other_income,0,0,61,61-90 days,183,33,493,59,81,57,906,1,4,3,10,2,0,0,0,0,0,0,0
4756,72,other,non_graduate,Divorced,63998,other_income,0,0,42,31-60 days,176,29,556,0,33,112,906,1,7,6,11,4,0,0,0,0,0,0,1
1456,45,other,Graduate,Single,60474,other_income,0,1,25,0-30 days,265,81,303,120.5,9,126.5,905,7,10,2,12,7,0,0,0,0,0,0,0
2849,45,other,Graduate,Single,60474,other_income,0,1,25,0-30 days,265,81,303,120.5,9,126.5,905,7,10,2,12,7,0,0,0,0,0,0,0
8602,60,Middle-Aged,Graduate,Divorced,69932,other_income,0,1,97,More than 90 days,412,81,153,120.5,81,57,904.5,2,7,6,11,4,0,0,0,0,0,0,0
3463,49,other,non_graduate,Married,69283,other_income,0,1,41,31-60 days,674,62,134,0,26,8,904,4,7,3,13,5,0,0,0,0,0,0,0
4391,56,Middle-Aged,non_graduate,Divorced,63841,other_income,0,1,64,61-90 days,635,15,100,20,7,126.5,903.5,1,9,3,9,6,0,0,0,0,0,0,0
6283,56,Middle-Aged,non_graduate,Divorced,63841,other_income,0,1,64,61-90 days,635,15,100,20,7,126.5,903.5,1,9,3,9,6,0,0,0,0,0,0,0
3421,56,Middle-Aged,non_graduate,Divorced,63841,other_income,0,1,64,61-90 days,635,15,100,20,7,126.5,903.5,1,9,3,9,6,0,0,0,0,0,0,0
1272,59,Middle-Aged,non_graduate,Single,55250,Medium,0,1,49,31-60 days,664,58,83,32,0,66,903,4,7,5,10,5,0,0,0,0,0,0,0
10151,64,Middle-Aged,Graduate,Divorced,62204,other_income,0,2,38,31-60 days,317,46,247,120.5,46,126.5,903,1,4,5,12,3,0,0,0,0,0,0,0
8439,60,Middle-Aged,Graduate,Together,63404,other_income,0,2,97,More than 90 days,734,26,70,11,44,17,902,2,6,3,4,4,0,0,0,1,0,0,0
6457,48,other,Graduate,Divorced,64892,other_income,0,1,77,61-90 days,527,24,230,32,24,65,902,2,6,4,12,4,0,0,0,0,0,0,0
2891,61,Middle-Aged,Graduate,Divorced,68118,other_income,0,1,51,31-60 days,595,23,123,10,23,126.5,900.5,2,8,9,4,6,0,0,0,0,0,0,0
5011,61,Middle-Aged,Graduate,Divorced,68118,other_income,0,1,51,31-60 days,595,23,123,10,23,126.5,900.5,2,8,9,4,6,0,0,0,0,0,0,0
6142,81,other,non_graduate,Married,65073,other_income,0,0,65,61-90 days,629,17,177,69,0,8,900,1,5,3,5,2,0,0,0,0,0,1,0
10413,40,other,Graduate,Married,72570,other_income,0,0,67,61-90 days,274,81,216,120.5,81,126.5,899,1,4,6,12,1,0,0,0,0,0,0,0
437,48,other,non_graduate,Divorced,75012,other_income,0,0,41,31-60 days,294,81,218,120.5,58,126.5,898,1,3,8,11,1,0,0,0,0,0,0,0
2666,52,Middle-Aged,non_graduate,Married,76234,other_income,0,1,21,0-30 days,519,50,167,120.5,0,41,897.5,1,8,3,11,3,0,1,0,0,0,0,0
9426,60,Middle-Aged,non_graduate,Single,58308,Medium,0,1,77,61-90 days,691,0,69,10,0,126.5,896.5,4,2,6,3,8,0,0,0,0,0,0,0
10286,62,Middle-Aged,Graduate,Married,83715,other_income,0,0,2,0-30 days,318,8,407,120.5,35,8,896.5,1,2,8,13,0,0,0,0,0,0,0,0
10711,79,other,Graduate,Married,69755,other_income,0,0,23,0-30 days,217,77,373,111,23,93,894,1,3,6,12,1,0,0,0,0,0,0,0
1992,60,Middle-Aged,Graduate,Married,60597,other_income,0,1,2,0-30 days,522,0,257,32,16,66,893,4,2,2,8,7,0,0,0,1,0,0,1
3916,53,Middle-Aged,non_graduate,Together,49269,Medium,1,0,92,More than 90 days,639,8,166,11,8,58,890,3,7,3,12,7,0,0,0,0,0,0,0
5278,60,Middle-Aged,Graduate,Married,82224,other_income,0,0,83,61-90 days,307,26,360,120.5,31,40,884.5,1,6,9,5,3,0,0,0,1,0,0,0
3336,76,other,non_graduate,Together,66375,other_income,0,1,96,More than 90 days,712,0,45,0,0,126.5,883.5,3,2,4,5,7,1,0,0,0,0,0,0
10983,72,other,Graduate,Together,75278,other_income,0,0,17,0-30 days,304,81,230,120.5,74,74,883.5,1,6,3,13,3,0,0,0,0,0,0,0
4646,73,other,non_graduate,Married,78497,other_income,0,0,44,31-60 days,207,26,447,75,0,126.5,881.5,1,5,7,12,2,0,0,0,1,0,0,0
6935,73,other,non_graduate,Married,78497,other_income,0,0,44,31-60 days,207,26,447,75,0,126.5,881.5,1,5,7,12,2,0,0,0,1,0,0,0
5221,67,Middle-Aged,Graduate,Married,52852,Medium,0,1,93,More than 90 days,714,8,99,11,0,47,879,4,10,7,5,8,1,0,0,0,0,0,0
7706,49,other,non_graduate,Together,46772,Medium,0,1,88,61-90 days,350,81,189,120.5,81,57,878.5,6,11,8,5,8,1,0,0,0,0,0,0
9949,48,other,Graduate,Married,59809,Medium,0,2,36,31-60 days,598,16,141,32,41,49,877,3,3,3,6,8,0,0,0,0,0,0,0
3498,48,other,non_graduate,Married,55424,Medium,0,1,6,0-30 days,462,61,184,10,53,107,877,4,7,5,9,6,1,0,0,0,0,0,1
3762,38,other,non_graduate,Single,69867,other_income,0,0,30,0-30 days,196,0,512,33,81,54,876,1,3,5,8,1,0,0,0,1,0,0,1
11013,37,other,Graduate,Together,67605,other_income,0,0,84,61-90 days,336,28,282,120.5,54,54,874.5,1,2,8,6,1,0,0,0,0,0,0,0
9323,75,other,non_graduate,Together,49912,Medium,0,1,5,0-30 days,520,8,223,32,49,42,874,4,10,5,7,8,1,0,0,0,0,0,1
1146,75,other,non_graduate,Together,49912,Medium,0,1,5,0-30 days,520,8,223,32,49,42,874,4,10,5,7,8,1,0,0,0,0,0,1
10299,55,Middle-Aged,non_graduate,Single,48240,Medium,0,0,73,61-90 days,389,81,248,64,49,41,872,3,6,3,13,5,0,0,0,0,0,0,1
3767,56,Middle-Aged,Graduate,Married,61314,other_income,0,1,1,0-30 days,378,0,189,97,81,126.5,871.5,2,5,5,12,3,0,0,0,0,0,0,0
10770,65,Middle-Aged,Graduate,Married,65492,other_income,0,0,73,61-90 days,247,81,295,120.5,81,47,871.5,2,4,7,13,2,0,0,0,0,0,0,0
291,54,Middle-Aged,Graduate,Married,72940,other_income,0,0,13,0-30 days,182,74,298,120.5,81,116,871.5,1,3,3,6,1,0,0,0,0,0,0,0
2937,50,other,non_graduate,Single,68352,other_income,0,1,47,31-60 days,614,16,132,43,33,33,871,3,8,5,9,6,0,0,0,0,0,0,0
4790,66,Middle-Aged,Graduate,Divorced,79803,other_income,0,1,54,31-60 days,574,8,216,21,16,33,868,1,4,3,5,1,0,0,0,0,0,0,0
2276,69,Middle-Aged,Graduate,Single,57959,Medium,0,1,71,61-90 days,430,16,322,43,24,33,868,5,4,7,11,3,0,0,0,0,0,0,0
2683,55,Middle-Aged,Graduate,Married,52413,Medium,0,2,56,31-60 days,295,81,271,75,81,65,868,4,6,4,12,6,0,0,0,0,0,0,0
6200,73,other,Graduate,Married,75903,other_income,0,1,50,31-60 days,340,81,185,120.5,38,100,864.5,2,6,6,9,3,0,0,0,0,0,0,0
10584,48,other,Graduate,Married,65665,other_income,0,1,77,61-90 days,225,81,387,106,36,29,864,1,5,10,8,3,0,0,0,0,0,0,0
2968,81,other,non_graduate,Divorced,48948,Medium,0,0,53,31-60 days,437,8,206,120.5,49,42,862.5,2,7,10,5,6,1,0,0,0,0,0,1
8800,81,other,non_graduate,Divorced,48948,Medium,0,0,53,31-60 days,437,8,206,120.5,49,42,862.5,2,7,10,5,6,1,0,0,0,0,0,1
9988,48,other,non_graduate,Single,70379,other_income,0,1,84,61-90 days,553,25,142,65,67,8,860,3,6,3,13,4,0,0,0,0,0,0,0
3732,69,Middle-Aged,non_graduate,Married,52750,Medium,0,1,72,61-90 days,393,0,239,90,69,69,860,6,5,7,9,4,0,0,0,0,0,0,0
8952,71,other,non_graduate,Married,65569,other_income,0,1,96,More than 90 days,397,46,288,20,38,70,859,2,6,5,10,3,0,0,0,0,0,0,0
1490,62,Middle-Aged,Graduate,Married,55759,Medium,0,1,84,61-90 days,675,0,85,10,7,77,854,5,10,3,8,8,0,0,0,0,0,0,0
3799,69,Middle-Aged,Graduate,Married,67225,other_income,0,1,4,0-30 days,315,35,322,46,7,126.5,851.5,3,7,2,11,5,0,0,0,0,0,0,0
5847,55,Middle-Aged,Graduate,Divorced,69901,other_income,0,1,95,More than 90 days,312,21,206,102,81,126.5,848.5,3,7,3,10,5,0,0,0,0,0,0,0
2426,60,Middle-Aged,non_graduate,Divorced,78825,other_income,0,0,35,31-60 days,483,74,114,120.5,37,18,846.5,1,5,10,13,3,0,0,0,0,0,0,1
10882,48,other,Graduate,Married,53858,Medium,0,1,50,31-60 days,407,53,221,58,81,26,846,4,4,3,6,4,0,0,0,0,0,0,0
1184,56,Middle-Aged,non_graduate,Divorced,69674,other_income,0,2,46,31-60 days,554,41,215,11,0,24,845,3,10,2,10,5,0,0,0,0,0,0,0
9166,56,Middle-Aged,Graduate,Married,63967,other_income,0,1,57,31-60 days,387,81,141,73,35,126.5,843.5,3,4,4,12,2,0,0,0,0,0,0,0
8235,68,Middle-Aged,non_graduate,Together,69245,other_income,0,1,8,0-30 days,428,30,214,80,30,61,843,2,6,5,10,3,0,0,0,0,0,0,0
1012,72,other,Graduate,Single,61823,other_income,0,1,26,0-30 days,523,7,134,37,14,126.5,841.5,4,8,2,10,7,0,0,0,0,0,0,0
4990,70,Middle-Aged,Graduate,Married,59111,Medium,0,0,90,61-90 days,524,0,134,28,28,126.5,840.5,1,11,1,8,7,0,0,0,0,0,0,0
4138,62,Middle-Aged,Graduate,Single,76624,other_income,0,1,68,61-90 days,411,81,147,54,81,66,840,1,5,10,7,1,1,0,0,0,0,0,0
6445,57,Middle-Aged,Graduate,Together,66825,other_income,0,0,73,61-90 days,243,81,405,29,40,40,838,1,4,5,6,2,0,0,0,0,0,0,0
6312,65,Middle-Aged,Graduate,Married,65031,other_income,0,1,29,0-30 days,258,81,291,84,37,86,837,4,10,3,13,7,0,0,0,0,0,0,0
4122,49,other,Graduate,Married,79205,other_income,0,0,73,61-90 days,504,23,117,120.5,28,44,836.5,1,6,5,4,4,0,0,0,1,0,0,1
2579,67,Middle-Aged,Graduate,Married,71113,other_income,0,1,95,More than 90 days,495,33,255,11,33,8,835,4,6,7,9,4,0,0,0,0,0,0,0
6999,44,other,non_graduate,Married,69661,other_income,0,0,80,61-90 days,656,16,106,32,16,8,834,1,7,3,12,3,0,0,0,0,0,0,0
